Transaction_Number,Error_Type,Amount,Layer1_Classification,ML_Probability,Threshold_Used,Distance_From_Threshold,Reason
46142,False Positive,1000.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.98 > 6
206287,False Positive,44.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 9.29 > 6
180617,False Positive,50.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
66300,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.90 > 6
282031,False Positive,1.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.19 > 6
171127,False Positive,647.38,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
120180,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.42 > 6
175965,False Positive,1896.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 6.03 > 6
206783,False Positive,1174.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.57 > 6
123783,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.64 > 6
202724,False Positive,270.2,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 8.77 > 6
230981,False Positive,98.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
254443,False Positive,6.4,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.72 > 6
281529,False Positive,5.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
259166,False Positive,2.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.10 > 6
137309,False Positive,0.75,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
120067,False Positive,7.02,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
81947,False Positive,27.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.53 > 6
221023,False Positive,0.74,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
197745,False Positive,515.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.99 > 6
32407,False Positive,2000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.44 > 6
43460,False Positive,99.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 9 >= 5
234915,False Positive,776.06,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.34 > 6
41359,False Positive,549.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 10 >= 5
20417,False Positive,5.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.86 > 6
147861,False Positive,695.45,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.05 > 6
176079,False Positive,8.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.65 > 6
189818,False Positive,28.75,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.28 > 6
82,False Positive,1.46,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
62945,False Positive,96.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
232664,False Positive,29.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.61 > 6
21109,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.92 > 6
9026,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.53 > 6
94579,False Positive,12.33,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 7.28 > 6
202878,False Positive,144.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.20 > 6
218816,False Positive,41.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.24 > 6
250678,False Positive,18.15,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.25 > 6
129156,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
271962,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.64 > 6
123362,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.72 > 6
151521,False Positive,0.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.50 > 6
29350,False Positive,222.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
264419,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
61602,False Positive,25.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.42 > 6
44513,False Positive,6669.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.12 > 6
241511,False Positive,646.34,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 9.96 > 6
3684,False Positive,1.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.47 > 6
33693,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.32 > 6
139759,False Positive,6.15,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.12 > 6
215358,False Positive,21.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 8.15 > 6
148957,False Positive,15.13,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.07 > 6
147083,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
136372,False Positive,48.55,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V26: 6.29 > 6
133011,False Positive,9.42,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.31 > 6
82290,False Positive,1216.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.04 > 6
229867,False Positive,192.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 8.68 > 6
122659,False Positive,869.24,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.45 > 6
92303,False Positive,200.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 12.29 > 6
220405,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 7.89 > 6
62019,False Positive,90.24,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
196721,False Positive,2230.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
13833,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.19 > 6
41040,False Positive,1017.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.73 > 6
144259,False Positive,8.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.35 > 6
172674,False Positive,13.62,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
207764,False Positive,79.8,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.37 > 6
135666,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
199670,False Positive,446.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.42 > 6
106181,False Positive,706.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.25 > 6
53953,False Positive,2901.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.48 > 6
267534,False Positive,1645.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.62 > 6
191431,False Positive,3848.01,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 8.36 > 6
58432,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
76251,False Positive,1644.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 8.67 > 6
209357,False Positive,669.17,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.58 > 6
85762,False Positive,17.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.16 > 6
178951,False Positive,2.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.24 > 6
83159,False Positive,822.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.40 > 6
99608,False Positive,23.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.78 > 6
89064,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.42 > 6
30589,False Positive,2692.66,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.89 > 6
202187,False Positive,85.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.90 > 6
274054,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.40 > 6
86090,False Positive,237.19,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.77 > 6
228954,False Positive,13.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.25 > 6
43618,False Positive,512.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.08 > 6
114336,False Positive,9.83,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.27 > 6
16539,False Positive,56.1,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
274072,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.02 > 6
97956,False Positive,8.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.29 > 6
276105,False Positive,902.09,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
202163,False Positive,29.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 9.16 > 6
151348,False Positive,4.58,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.99 > 6
282338,False Positive,711.34,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.23 > 6
198058,False Positive,1568.07,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.46 > 6
257196,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
248885,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.41 > 6
58849,False Positive,7.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.66 > 6
255524,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
175646,False Positive,1016.61,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
242242,False Positive,5.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.12 > 6
237320,False Positive,24.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.36 > 6
85460,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
74928,False Positive,2248.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.42 > 6
224403,False Positive,1096.04,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
218042,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 7.13 > 6
278018,False Positive,26.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 10.59 > 6
202755,False Positive,8.94,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.86 > 6
19145,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.36 > 6
213686,False Positive,200.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.14 > 6
50898,False Positive,80.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.07 > 6
239685,False Positive,2500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 7.07 > 6
132315,False Positive,2400.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
181254,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.32 > 6
139619,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.20 > 6
284772,False Positive,19.59,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.47 > 6
68016,False Positive,457.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.91 > 6
121738,False Positive,2500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.76 > 6
44008,False Positive,48.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.87 > 6
20398,False Positive,3.91,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 14.86 > 6
108277,False Positive,25.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.46 > 6
283560,False Positive,249.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.86 > 6
107757,False Positive,39.09,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.10 > 6
107384,False Positive,1.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.42 > 6
214436,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
169341,False Positive,12.53,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.38 > 6
230568,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 7.65 > 6
64580,False Positive,2903.86,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 11.66 > 6
226611,False Positive,26.41,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 9.61 > 6
72111,False Positive,19.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
167887,False Positive,2055.02,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
241999,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
167155,False Positive,3908.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.15 > 6
175573,False Positive,11.56,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.78 > 6
256103,False Positive,500.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
39616,False Positive,2627.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 10.56 > 6
145862,False Positive,80.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.59 > 6
13218,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.74 > 6
211449,False Positive,2160.12,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 13.46 > 6
22813,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.13 > 6
178681,False Positive,152.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.56 > 6
157679,False Positive,2.31,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.59 > 6
68185,False Positive,305.3,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 7.40 > 6
222856,False Positive,520.43,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
116041,False Positive,2545.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
12229,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 7.95 > 6
148998,False Positive,15.13,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V17: 6.06 > 6
33476,False Positive,921.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.46 > 6
13943,False Positive,8.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 7.64 > 6
247669,False Positive,79.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.31 > 6
12956,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.05 > 6
187013,False Positive,119.55,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
202197,False Positive,24.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.51 > 6
104126,False Positive,3209.39,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 10.34 > 6
76289,False Positive,8.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.10 > 6
192969,False Positive,3.85,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.93 > 6
237459,False Positive,19.44,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
106982,False Positive,211.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 9.51 > 6
235325,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.92 > 6
103611,False Positive,1.5,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.08 > 6
220059,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
70224,False Positive,0.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.94 > 6
238648,False Positive,2.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.66 > 6
268880,False Positive,4323.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.80 > 6
156322,False Positive,1962.02,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.27 > 6
104607,False Positive,43.11,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
193558,False Positive,7.7,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
267460,False Positive,1780.52,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
200090,False Positive,14.12,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.62 > 6
218370,False Positive,166.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.93 > 6
64171,False Positive,320.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.46 > 6
24595,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.86 > 6
190415,False Positive,0.68,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 10.16 > 6
15685,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
181310,False Positive,25.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.71 > 6
24333,False Positive,10.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.79 > 6
96736,False Positive,2.69,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
255952,False Positive,0.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V9: 6.35 > 6
221750,False Positive,258.36,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
196211,False Positive,69.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.27 > 6
62424,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
134800,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.32 > 6
224873,False Positive,283.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.65 > 6
256550,False Positive,59.02,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
48696,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.37 > 6
233261,False Positive,69.48,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.25 > 6
249508,False Positive,3097.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.05 > 6
263247,False Positive,900.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.28 > 6
234290,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.43 > 6
135367,False Positive,0.89,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.33 > 6
135776,False Positive,12.96,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.06 > 6
79426,False Positive,10.62,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 8.84 > 6
370,False Positive,52.95,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.43 > 6
166919,False Positive,568.62,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
76779,False Positive,499.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.49 > 6
93292,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.70 > 6
64101,False Positive,1719.71,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 6.15 > 6
10449,False Positive,0.69,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.21 > 6
265961,False Positive,286.27,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.04 > 6
63645,False Positive,3546.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 10.39 > 6
171576,False Positive,53.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 7.67 > 6
269214,False Positive,42.61,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
202560,False Positive,2.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.78 > 6
86677,False Positive,1486.87,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
238169,False Positive,952.47,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
97317,False Positive,8.96,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
202819,False Positive,3.7,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.53 > 6
37727,False Positive,4000.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 8.20 > 6
12932,False Positive,1123.16,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 8 >= 5
224329,False Positive,1647.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
22033,False Positive,20.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.55 > 6
278940,False Positive,0.92,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.86 > 6
20595,False Positive,89.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 7.79 > 6
125686,False Positive,42.37,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 9.45 > 6
163833,False Positive,8.74,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 6.69 > 6
13951,False Positive,60.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.62 > 6
131931,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 7.58 > 6
160932,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.94 > 6
194878,False Positive,33.14,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 13.12 > 6
225951,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.97 > 6
247090,False Positive,229.99,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.15 > 6
190842,False Positive,100.98,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 7.02 > 6
18649,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.35 > 6
170293,False Positive,421.72,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
48955,False Positive,4627.1,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.54 > 6
228723,False Positive,7367.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 16.81 > 6
35265,False Positive,162.3,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
277753,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 6.60 > 6
173662,False Positive,1210.25,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 11.62 > 6
238305,False Positive,17.99,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
80926,False Positive,281.98,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
200236,False Positive,50.29,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
601,False Positive,9.65,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 8.44 > 6
226232,False Positive,1.46,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V10: 9.13 > 6
253653,False Positive,5.78,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 7.18 > 6
182239,False Positive,467.6,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V20: 6.98 > 6
203150,False Positive,0.76,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 8.93 > 6
72988,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.20 > 6
161315,False Positive,0.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
80548,False Positive,180.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 6.29 > 6
9512,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V3: 6.53 > 6
128431,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
150493,False Positive,22.81,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 16.51 > 6
111243,False Positive,1.79,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
24013,False Positive,2257.08,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 6.57 > 6
8398,False Positive,1903.26,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
266434,False Positive,0.77,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V14: 8.55 > 6
72423,False Positive,400.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.20 > 6
134472,False Positive,31.61,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.31 > 6
208073,False Positive,2.29,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V8: 7.04 > 6
256567,False Positive,8.97,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V28: 6.24 > 6
134099,False Positive,7.93,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V27: 6.99 > 6
249776,False Positive,715.97,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
66527,False Positive,49.55,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 7 >= 5
81971,False Positive,12.36,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 6.23 > 6
205449,False Positive,3500.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V2: 7.26 > 6
106626,False Positive,222.53,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
59361,False Positive,1259.84,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
140522,False Positive,33.17,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
205010,False Positive,159.44,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V23: 12.00 > 6
229391,False Positive,2088.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V5: 7.87 > 6
282496,False Positive,3.82,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.35 > 6
192613,False Positive,2000.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 5 >= 5
217655,False Positive,80.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V21: 8.98 > 6
184329,False Positive,570.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V1: 6.64 > 6
100379,False Positive,59.0,BLOCK,1.0,N/A (BLOCK),,extreme z-score in V7: 8.12 > 6
239473,False Positive,1.0,BLOCK,1.0,N/A (BLOCK),,too many extreme features: 6 >= 5
